"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1235017";"OROTIC ACID";"ANIMAL GALACTOSE FACTOR|NSC-9791|OROPUR|OROTIC ACID|OROTYL|WHEY FACTOR";"Small molecule";"2.0";"156.10";"13";"33";"-1.24";"103.02";"3";"3";"0";"1";"N";"0.47";"2.64";"None";"-1.23";"-4.75";"1";"MOL";"0";"11";"6";"3";"0";"156.0171";"-0.21";"ACID";"C5H4N2O4";"O=C(O)c1cc(=O)[nH]c(=O)[nH]1";"PXQPEWDEAKTCGB-UHFFFAOYSA-N"
"CHEMBL505147";"UK-390957";"UK-390,957|UK-390957";"Small molecule";"2.0";"352.48";"6";"13";"2.91";"72.63";"5";"1";"0";"6";"N";"0.81";"10.35";"7.27";"2.65";"2.41";"2";"MOL";"0";"23";"5";"2";"0";"352.0915";"-1.59";"NEUTRAL";"C16H20N2O3S2";"CSc1ccc(Oc2ccc(S(N)(=O)=O)cc2CN(C)C)cc1";"VCNSPGHSQPMCFF-UHFFFAOYSA-N"
"CHEMBL2110857";"LAVOLTIDINE";"AH-23844 FREE BASE|LAVOLTIDINE";"Small molecule";"2.0";"359.47";"1";"2";"2.17";"75.44";"7";"2";"0";"9";"N";"0.67";"13.45";"8.74";"2.03";"0.67";"2";"MOL";"0";"26";"7";"2";"0";"359.2321";"-1.35";"BASE";"C19H29N5O2";"Cn1nc(CO)nc1NCCCOc1cccc(CN2CCCCC2)c1";"VTLNPNNUIJHJQB-UHFFFAOYSA-N"
"CHEMBL2137148";"MOCRAVIMOD";"MOCRAVIMOD";"Small molecule";"2.0";"444.00";"5";"16";"4.68";"75.71";"5";"3";"0";"10";"N";"0.42";"None";"9.38";"4.80";"2.85";"3";"MOL";"0";"30";"4";"4";"0";"443.1322";"-0.48";"BASE";"C24H26ClNO3S";"NC(CO)(CO)CCc1ccc(Sc2cccc(OCc3ccccc3)c2)cc1Cl";"IINUNQPYJGJCJI-UHFFFAOYSA-N"
"CHEMBL282614";"ELTOPRAZINE";"DU-28853|ELTOPRAZINE";"Small molecule";"2.0";"220.27";"11";"33";"0.87";"33.73";"4";"1";"0";"1";"N";"0.76";"None";"8.83";"1.06";"-0.38";"1";"MOL";"0";"16";"4";"1";"0";"220.1212";"-0.68";"BASE";"C12H16N2O2";"c1cc2c(c(N3CCNCC3)c1)OCCO2";"WVLHGCRWEHCIOT-UHFFFAOYSA-N"
"CHEMBL1084430";"INARIGIVIR";"INARIGIVIR|ORI-9020|SB-40";"Small molecule";"2.0";"587.51";"6";"11";"-1.05";"228.16";"16";"5";"2";"9";"N";"0.15";"0.97";"4.94";"-4.06";"-2.99";"3";"MOL";"0";"39";"17";"5";"2";"587.1199";"0.95";"ACID";"C20H26N7O10PS";"CO[C@@H]1[C@H](OP(=O)(S)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O";"LYMICVBGNUEHGE-FUQPUAIBSA-N"
"CHEMBL4594439";"UDONITRECTAG";"REC-0559|UDONITRECTAG";"Small molecule";"2.0";"353.37";"";"";"1.83";"76.07";"4";"1";"0";"5";"N";"0.89";"3.70";"None";"2.88";"-0.43";"2";"MOL";"0";"26";"6";"1";"0";"353.1263";"0.28";"ACID";"C20H19NO5";"O=C(O)[C@H]1O[C@H]2O[C@@H]1C(=O)N(Cc1ccccc1)[C@@H]2Cc1ccccc1";"SEKGLVUAECPQQM-NHAYFPRASA-N"
"CHEMBL1997373";"COSITECAN";"BNP-1350|BNP1350|COSITECAN|KARENTECIN|Karenitecin";"Small molecule";"2.0";"448.60";"59";"59";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"448.1818";"None";"None";"C25H28N2O4Si";"CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CC[Si](C)(C)C";"POADTFBBIXOWFJ-VWLOTQADSA-N"
"CHEMBL4594615";"AQUACOBALAMIN";"AQUACOBALAMIN|AQUOCOBALAMIN|AQUOCOBALAMIN HYDROXIDE|AQUOCOBALAMINE|HYDROXOCOBALAMIN HYDRATE|HYDROXOCOBALAMINUM HYDRATE|VITAMIN B12B";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1230575";"MENAQUINONE 7";"MENAKINON 7|MENAQUINONE 7|MENAQUINONE K7|MENAQUINONE-7|VITAMIN K2(35)|VITAMIN MK 7";"Small molecule";"2.0";"649.02";"";"";"14.10";"34.14";"2";"0";"2";"20";"N";"0.13";"None";"None";"13.46";"13.46";"1";"MOL";"0";"48";"2";"0";"2";"648.4906";"0.93";"NEUTRAL";"C46H64O2";"CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O";"RAKQPZMEYJZGPI-LJWNYQGCSA-N"
"CHEMBL253144";"CORTODOXONE";"11-DEOXYCORTISOL|11-DEOXYCORTISONE|11-DEOXYHYDROCORTISONE|17,21-DIHYDROXYPROGESTERONE|17-HYDROXY-11-DEOXYCORTICOSTERONE|17.ALPHA.-HYDROXYCORTEXONE|CORTEXOLONE|CORTIFEN|CORTISOL, 11-DEOXY-|CORTODOXONE|Cortodoxone|NSC-18317|REICHSTEIN'S SUBSTANCE S|SK&F 3050|SKF-3050|SUBSTANCE S";"Small molecule";"2.0";"346.47";"38";"89";"2.81";"74.60";"4";"2";"0";"2";"N";"0.81";"12.59";"None";"2.58";"2.58";"0";"MOL";"0";"25";"4";"2";"0";"346.2144";"2.08";"NEUTRAL";"C21H30O4";"C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO";"WHBHBVVOGNECLV-OBQKJFGGSA-N"
"CHEMBL4081588";"ZED-1227";"ZED-1227|ZED1227";"Small molecule";"2.0";"528.61";"2";"5";"1.38";"153.42";"9";"3";"1";"14";"N";"0.25";"12.57";"4.92";"0.46";"0.46";"2";"MOL";"0";"38";"12";"3";"2";"528.2696";"-0.62";"NEUTRAL";"C26H36N6O6";"CCC(CC)CNC(=O)Cn1cccc(NC(=O)[C@H](CC/C=C/C(=O)OC)NC(=O)c2cncn2C)c1=O";"VHGWUSABWIEXKQ-BEBFYNPSSA-N"
"CHEMBL2107351";"LEVOTOFISOPAM";"(S)-TOFISOPAM|LEVOTOFISOPAM";"Small molecule";"2.0";"382.46";"2";"3";"4.44";"61.64";"6";"0";"0";"6";"N";"0.74";"None";"None";"3.83";"3.83";"2";"MOL";"0";"28";"6";"0";"0";"382.1893";"-0.04";"NEUTRAL";"C22H26N2O4";"CC[C@@H]1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21";"RUJBDQSFYCKFAA-OAHLLOKOSA-N"
"CHEMBL518043";"FEDOVAPAGON";"FEDOVAPAGON|VA-106483";"Small molecule";"2.0";"462.59";"6";"9";"3.74";"72.96";"3";"1";"0";"4";"N";"0.75";"None";"None";"3.17";"3.17";"2";"MOL";"0";"34";"7";"1";"0";"462.2631";"-1.65";"NEUTRAL";"C27H34N4O3";"Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCC[C@H]1C(=O)N(C)C";"RUOLFWZIFNQQGH-DEOSSOPVSA-N"
"CHEMBL1780010";"FLORBENAZINE F 18";"(18F)AV 133|(18F)AV-133|18F-AV-133|18F-DTBZ|AV-133 F-18|DTBZ F-18|FLORBENAZINE (18F)|FLORBENAZINE F 18|FLORBENAZINE F-18|FLORBENAZINE, F-18";"Small molecule";"2.0";"364.49";"1";"1";"3.76";"41.93";"4";"1";"0";"7";"N";"0.75";"None";"8.18";"2.93";"2.09";"1";"MOL";"0";"26";"4";"1";"0";"365.2366";"0.83";"NEUTRAL";"C21H32FNO3";"COc1cc2c(cc1OCCC[18F])CCN1C[C@@H](CC(C)C)[C@H](O)C[C@H]21";"GNKGXQHHUUEYQV-WTHAECTESA-N"
"CHEMBL4297660";"SODIUM GLYCIDIDAZOLE";"SODIUM GLYCIDIDAZOLE";"Small molecule";"2.0";"519.40";"";"";"-0.31";"215.06";"14";"1";"1";"14";"N";"0.20";"3.95";"3.39";"-1.86";"-4.36";"2";"MOL";"0";"35";"17";"1";"1";"497.1506";"-0.96";"ACID";"C18H22N7NaO10";"Cc1ncc([N+](=O)[O-])n1CCOC(=O)CN(CC(=O)[O-])CC(=O)OCCn1c([N+](=O)[O-])cnc1C.[Na+]";"FWYUJENICVGSJH-UHFFFAOYSA-M"
"CHEMBL4297209";"DEFERITAZOLE MAGNESIUM";"DEFERITAZOLE MAGNESIUM|FBS-0701 MAGNESIUM|FBS0701 MAGNESIUM|FBS0701, SPD602|SPD-602 MAGNESIUM|SSP-004184AQ";"Small molecule";"2.0";"439.77";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"439.1151";"None";"None";"C18H25MgNO8S";"COCCOCCOCCOc1cccc(C2=N[C@@](C)(C(=O)[O-])CS2)c1O.O[Mg+]";"MVAWDZLMOYASSX-JPKZNVRTSA-L"
"CHEMBL447977";"PACTIMIBE SULFATE";"CS-505|PACTIMIBE SULFATE";"Small molecule";"2.0";"931.29";"1";"2";"5.64";"69.64";"3";"2";"1";"10";"N";"0.48";"4.74";"3.60";"6.55";"4.17";"1";"MOL";"0";"30";"5";"2";"1";"416.3039";"-0.33";"ACID";"C50H82N4O10S";"CCCCCCCCN1CCc2c(C)c(CC(=O)O)c(C)c(NC(=O)C(C)(C)C)c21.CCCCCCCCN1CCc2c(C)c(CC(=O)O)c(C)c(NC(=O)C(C)(C)C)c21.O=S(=O)(O)O";"MKJQESRCXYYHFR-UHFFFAOYSA-N"
"CHEMBL452861";"(-)-PROPANOLOL ";"(-)-PROPANOLOL |Propanolol";"Small molecule";"2.0";"259.35";"135";"346";"2.58";"41.49";"3";"2";"0";"6";"N";"0.84";"None";"9.67";"2.58";"0.36";"2";"MOL";"0";"19";"3";"2";"0";"259.1572";"-0.47";"BASE";"C16H21NO2";"CC(C)NC[C@H](O)COc1cccc2ccccc12";"AQHHHDLHHXJYJD-AWEZNQCLSA-N"
"CHEMBL4802162";"LAZUVAPAGON";"KRP-N118|LAZUVAPAGON|SK-1404";"Small molecule";"2.0";"460.58";"";"";"3.59";"87.46";"5";"2";"0";"5";"N";"0.61";"None";"2.47";"3.51";"3.51";"3";"MOL";"0";"34";"7";"2";"0";"460.2474";"-1.22";"NEUTRAL";"C27H32N4O3";"Cc1ccn(-c2ccc(C(=O)N3CC[C@@](C)(C(=O)N[C@@H](C)CO)Cc4ccccc43)c(C)c2)n1";"BKHSWGKGWGWMSM-CCLHPLFOSA-N"
"CHEMBL4650936";"MIRAMISTIN ION";"BKH-14";"Small molecule";"2.0";"403.68";"";"";"6.47";"29.10";"1";"1";"1";"18";"N";"0.22";"None";"None";"2.42";"2.42";"1";"MOL";"0";"29";"3";"1";"1";"403.3683";"-0.13";"NEUTRAL";"C26H47N2O+";"CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccccc1";"YEAYHNRJRKXWNV-UHFFFAOYSA-O"
"CHEMBL2105736";"EPELSIBAN BESYLATE";"EPELSIBAN BESYLATE|GSK-557296B|GSK557296B";"Small molecule";"2.0";"676.84";"";"";"2.76";"91.84";"5";"1";"1";"6";"N";"0.64";"11.19";"6.21";"2.44";"2.41";"2";"MOL";"0";"38";"8";"1";"1";"518.2893";"-0.32";"NEUTRAL";"C36H44N4O7S";"CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1ccc(C)nc1C.O=S(=O)(O)c1ccccc1";"BEWUOCYETMDWGE-FKDQZALLSA-N"
"CHEMBL498672";"CANNABIDIOL ACID";"CANNABIDIOL ACID";"Small molecule";"2.0";"358.48";"15";"58";"5.54";"77.76";"3";"3";"1";"7";"N";"0.44";"2.91";"None";"6.63";"3.15";"1";"MOL";"0";"26";"4";"3";"1";"358.2144";"2.26";"ACID";"C22H30O4";"C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)c(C(=O)O)c1O";"WVOLTBSCXRRQFR-DLBZAZTESA-N"
"CHEMBL1233584";"ISOLEUCINE";"FEMA NO. 4675|ISOLEUCINE|L-ISOLEUCINE|NSC-46708";"Small molecule";"2.0";"131.18";"5";"9";"0.44";"63.32";"2";"2";"0";"3";"N";"0.58";"2.79";"9.59";"-1.51";"-1.51";"0";"MOL";"0";"9";"3";"3";"0";"131.0946";"0.90";"ZWITTERION";"C6H13NO2";"CC[C@H](C)[C@H](N)C(=O)O";"AGPKZVBTJJNPAG-WHFBIAKZSA-N"
"CHEMBL2105764";"PATIDEGIB HYDROCHLORIDE";"IPI-926|IPI-926 hydrochloride|PATIDEGIB HYDROCHLORIDE|SARIDEGIB HYDROCHLORIDE";"Small molecule";"2.0";"541.24";"";"";"5.03";"67.43";"4";"2";"2";"2";"N";"0.52";"11.58";"9.99";"3.57";"1.18";"0";"MOL";"0";"35";"5";"2";"2";"504.3386";"1.79";"BASE";"C29H49ClN2O3S";"CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.Cl";"LICVMCOINZNZNW-BATHLIJTSA-N"
"CHEMBL4297408";"NGX-267";"AF-267B|NGX-267|NGX267";"Small molecule";"2.0";"214.33";"";"";"1.05";"32.34";"3";"1";"0";"1";"Y";"0.71";"11.85";"8.35";"1.36";"0.36";"0";"MOL";"0";"14";"3";"1";"0";"214.1140";"-0.07";"NEUTRAL";"C10H18N2OS";"CC[C@@H]1SC2(CCN(C)CC2)NC1=O";"PHOZOHFUXHPOCK-QMMMGPOBSA-N"
"CHEMBL2105715";"BAVISANT DIHYDROCHLORIDE";"BAVISANT DIHYDROCHLORIDE|BAVISANT DIHYDROCHLORIDE MONOHYDRATE|BEN-2001|JNJ-31001074-AAC";"Small molecule";"2.0";"420.38";"2";"4";"1.44";"36.02";"4";"0";"0";"4";"N";"0.84";"None";"7.11";"1.31";"1.11";"1";"MOL";"0";"24";"5";"0";"0";"329.2103";"-1.65";"NEUTRAL";"C19H31Cl2N3O3";"Cl.Cl.O.O=C(c1ccc(CN2CCOCC2)cc1)N1CCN(C2CC2)CC1";"BLFBQJUVAGIUBL-UHFFFAOYSA-N"
"CHEMBL4650355";"GOZETOTIDE ALF-18";"(AL18F)PSMA-HBED|18F-PSMA|18F-PSMA-11|AL(18F)PSMA-11|GOZETOTIDE ALF-18|PSMA-HBED-CC ALF-18";"Small molecule";"2.0";"989.97";"";"";"1.55";"370.07";"13";"12";"3";"35";"N";"0.04";"0.85";"10.08";"1.21";"-18.14";"2";"MOL";"0";"67";"23";"12";"3";"946.4171";"-0.15";"ZWITTERION";"C44H60AlFN6O17";"O=C([O-])CN(CCN(CC(=O)[O-])Cc1cc(CCC(=O)NCCCCCC(=O)NCCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)ccc1O)Cc1cc(CCC(=O)O)ccc1O.[18F-].[Al+3]";"XIWCYNLURQSGJS-OECGVUFTSA-K"
"CHEMBL1672002";"THYMOQUINONE";"NSC-2228|P-CYMENE-2,5-DIONE|P-MENTHA-3,6-DIENE-2,5-DIONE|THYMOQUINON|THYMOQUINONE";"Small molecule";"2.0";"164.20";"30";"95";"1.67";"34.14";"2";"0";"0";"1";"Y";"0.55";"None";"None";"2.55";"2.55";"0";"MOL";"0";"12";"2";"0";"0";"164.0837";"1.55";"NEUTRAL";"C10H12O2";"CC1=CC(=O)C(C(C)C)=CC1=O";"KEQHJBNSCLWCAE-UHFFFAOYSA-N"
"CHEMBL1135";"DIMETHYLAMINOETHANOL";"DIMETHYLAMINOETHANOL|DMAE|N,N-Dimethylaminoethanol (Dmae)";"Small molecule";"2.0";"89.14";"8";"10";"-0.46";"23.47";"2";"1";"0";"2";"Y";"0.49";"None";"9.03";"-0.50";"-2.13";"0";"MOL";"0";"6";"2";"1";"0";"89.0841";"-0.68";"BASE";"C4H11NO";"CN(C)CCO";"UEEJHVSXFDXPFK-UHFFFAOYSA-N"
"CHEMBL2105699";"ATOPAXAR HYDROBROMIDE";"ATOPAXAR HYDROBROMIDE|E-5555 HBR|E5555|E5555 HBR|ER-172594-06";"Small molecule";"2.0";"608.55";"2";"3";"4.79";"84.32";"7";"1";"1";"9";"N";"0.47";"13.29";"6.61";"4.23";"4.17";"2";"MOL";"0";"38";"8";"1";"1";"527.2795";"-0.67";"NEUTRAL";"C29H39BrFN3O5";"Br.CCOc1cc2c(c(F)c1OCC)C(=N)N(CC(=O)c1cc(N3CCOCC3)c(OC)c(C(C)(C)C)c1)C2";"UNMBLVOFOAGGCG-UHFFFAOYSA-N"
"CHEMBL2078841";"PIXATIMOD";"PG-545 FREE ACID|PIXATIMOD";"Oligosaccharide";"2.0";"2078.08";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"2076.0204";"None";"None";"C51H88O60S13";"CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O[C@@H]5O[C@H](COS(=O)(=O)O)[C@@H](O[C@H]6O[C@H](COS(=O)(=O)O)[C@@H](O[C@H]7O[C@H](COS(=O)(=O)O)[C@@H](O[C@H]8O[C@H](COS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@H]8OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@H]7OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@H]6OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@H]5OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C";"LNUFLCYMSVYYNW-ZPJMAFJPSA-N"
"CHEMBL3707391";"TECHNETIUM (99MTC) ETARFOLATIDE";"FOLATESCAN|TC-99M EC-20|TC99M-EC20|TECHNETIUM (99MTC) ETARFOLATIDE|TECHNETIUM TC 99M ETARFOLATIDE|TECHNETIUM TC 99M PTEROTETRAMIDE|TECHNETIUM TC-99M EC20|TECHNETIUM TC-99M ETARFOLATIDE|TECHNETIUM TC-99M PTEROTETRAMIDE";"Small molecule";"2.0";"855.70";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"854.0938";"None";"None";"C29H31N11O12STc";"";""
"CHEMBL2109133";"MAGNESIUM SILICATE";"E-553(I)|INS NO.553(I)|INS-553(I)|MAGNESIUM HYDROSILICATE|MAGNESIUM SILICATE|MAGNESIUM SILICATE (TALC)|MAGNESIUM SILICATE, SYNTHETIC|SILICIC ACID, MAGNESIUM SALT";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2109320";"CAT-203";"CAT-203";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108759";"RHO (D) IMMUNE GLOBULIN";"ANTI-D (RH) IMMUNOGLOBULIN|ANTI-D IMMUNOGLOBULIN|ANTI-D IMMUNOGLOBULINS|BayRho-D|Gamulin Rh|HUMAN ANTI-D IMMUNOGLOBULIN (IV)|HUMAN RHO(D) IMMUNE GLOBULIN|IGG, RHO (D)|IMMUNOGLOBULIN HUMAN ANTI-RH|MICRhoGAM|Mini-Gamulin Rh|RHO (D) IMMUNE GLOBULIN|RHO (D) IMMUNE GLOBULIN,HUMAN|RHO (D) IMMUNE HUMAN GLOBULIN|RHO D IMMUNE GLOBULIN HUMAN|RHO(D) IMMUNE GLOBULIN (HUMAN)|RHO(D) IMMUNE GLOBULIN HUMAN|RHO(D) IMMUNE GLOBULIN IM HUMAN|RHO(D) IMMUNE GLOBULIN, HUMAN|RhoGAM|WINRHO";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2364643";"DIANEXIN";"ASP-8597|ASP8597|DIANEXIN|DIANNEXIN|RECOMBINANT ANNEXIN A5 HOMODIMER";"Protein";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4298039";"MGD-010";"MGD-010|MGD010|PRV-3279";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4650356";"FAPI GA-68";"68GA-FAPI|FAPI GA-68|FAPI-2 GA-68";"Small molecule";"2.0";"903.65";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"902.3202";"None";"None";"C40H53GaN10O10";"";""
"CHEMBL5095318";"CREXAVIBART";"6XJM493A42|BMS-986413|C-144-LS|C144 LS|C144-LS|CREXAVIBART|IM051";"Protein";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL5095175";"DA-8031";"DA-8031";"Small molecule";"2.0";"336.43";"";"";"3.68";"45.49";"4";"0";"0";"6";"N";"0.81";"None";"9.78";"3.46";"1.11";"2";"MOL";"0";"25";"4";"0";"0";"336.1838";"-0.15";"BASE";"C21H24N2O2";"COc1ccc(C2(CCCN(C)C)OCc3cc(C#N)ccc32)cc1";"RCMIUWUYNFSCAE-UHFFFAOYSA-N"
"CHEMBL5095165";"ANEB-001";"ANEB 001|ANEB-001";"Small molecule";"2.0";"440.89";"";"";"5.66";"41.57";"2";"1";"1";"4";"N";"0.67";"None";"None";"5.19";"5.19";"2";"MOL";"0";"30";"4";"1";"1";"440.1478";"-1.17";"NEUTRAL";"C22H24ClF3N2O2";"CC(C)(C)NC(=O)N1CC(O[C@H](c2ccc(Cl)cc2)c2ccccc2C(F)(F)F)C1";"BNLYOVHLLDBOFZ-LJQANCHMSA-N"
"CHEMBL5095258";"2-AMINO-3-HYDROXY-3-(PYRIDIN-4-YL)-1-(PYRROLIDIN-1-YL)PROPAN-1-ONE, (2R,3S)-";"2-AMINO-3-HYDROXY-3-(PYRIDIN-4-YL)-1-(PYRROLIDIN-1-YL)PROPAN-1-ONE, (2R,3S)-";"Small molecule";"2.0";"235.29";"";"";"0.06";"79.45";"4";"2";"0";"3";"N";"0.78";"13.51";"7.40";"-1.01";"-1.32";"1";"MOL";"0";"17";"5";"3";"0";"235.1321";"-0.51";"NEUTRAL";"C12H17N3O2";"N[C@@H](C(=O)N1CCCC1)[C@@H](O)c1ccncc1";"GRZMKKUGHIECFK-MNOVXSKESA-N"
"CHEMBL5095271";"CRYOSTOR CS10";"CRYOSTOR CS10";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2109373";"M5A 90Y";"M5A|M5A 90Y";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4297902";"AZX-100";"AZX-100|AZX100";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL173930";"ETIOPURPURIN";"ETIOPURPURIN";"Small molecule";"2.0";"576.79";"1";"1";"8.81";"83.66";"4";"2";"2";"6";"N";"0.29";"None";"5.39";"10.28";"10.28";"3";"MOL";"0";"43";"6";"2";"2";"576.3464";"0.48";"NEUTRAL";"C37H44N4O2";"CCOC(=O)C1=Cc2c3nc(cc4nc(cc5[nH]c(cc6[nH]c2c(C)c6CC)c(C)c5CC)C(C)=C4CC)C(C)C13CC";"RISACXCZQWMDFI-JQNIQGEJSA-N"
"CHEMBL4650510";"NADECNEMAB";"NADECNEMAB|REGN-5069|REGN5069";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2109439";"XTL-6865";"XTL-6865";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2109462";"C01275";"C01275";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2109260";"H11 SCFV";"H11 SCFV|PROXINIUM";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL487465";"DEFERITAZOLE";"DEFERITAZOLE|FBS-0701|FBS0701|FBS0701, SPD602|SPD-602|SPD602";"Small molecule";"2.0";"399.47";"8";"53";"1.79";"106.81";"8";"2";"0";"12";"N";"0.51";"3.20";"0.46";"2.51";"-0.94";"1";"MOL";"0";"27";"8";"2";"0";"399.1352";"-0.08";"ACID";"C18H25NO7S";"COCCOCCOCCOc1cccc(C2=N[C@@](C)(C(=O)O)CS2)c1O";"AWHIMFSHNAAMBM-GOSISDBHSA-N"
"CHEMBL2109581";"RING SCAN 111IN";"RING SCAN|RING SCAN 111IN";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4297982";"ARGININE BUTYRATE";"ARGININE BUTANOATE|ARGININE BUTYRATE|HQK-1004|L-ARGININE, BUTANOATE (3:4)|VX 105|VX-105";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL273386";"2,4-DINITROPHENOL";".ALPHA.-DINITROPHENOL|2,4-DINITROPHENOL|ALDIFEN|CHEMOX|DINITROPHENOL|DINOFAN|FENOXYL CARBON N|MITCAL|MP-101|NITROPHEN|NITROPHENE|NSC-1532|SR-1C5";"Small molecule";"2.0";"184.11";"51";"1395";"1.21";"106.51";"5";"1";"0";"2";"N";"0.55";"4.50";"None";"1.55";"-0.36";"1";"MOL";"0";"13";"7";"1";"0";"184.0120";"-0.95";"ACID";"C6H4N2O5";"O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1";"UFBJCMHMOXMLKC-UHFFFAOYSA-N"
