"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL3581693";"BRILANESTRANT";"ARN-810|BRILANESTRANT|GDC-0810|RG-6046|RG6046";"Small molecule";"2.0";"446.91";"32";"138";"6.82";"65.98";"2";"2";"1";"6";"N";"0.25";"3.68";"1.63";"6.72";"3.41";"4";"MOL";"0";"32";"4";"2";"1";"446.1197";"-0.85";"ACID";"C26H20ClFN2O2";"CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl";"BURHGPHDEVGCEZ-KJGLQBJMSA-N"
"CHEMBL4297642";"OTAPLIMASTAT";"J3.046.690J|OTAPLIMASTAT|SP-8203";"Small molecule";"2.0";"534.62";"";"";"1.39";"142.06";"8";"3";"1";"13";"N";"0.22";"11.54";"10.16";"2.47";"0.00";"4";"MOL";"0";"39";"11";"3";"2";"534.2591";"-0.72";"BASE";"C28H34N6O5";"CC(=O)N(CCCCNCCCn1c(=O)[nH]c2ccccc2c1=O)CCCn1c(=O)[nH]c2ccccc2c1=O";"SJZBPVOSFYUHFV-UHFFFAOYSA-N"
"CHEMBL424278";"O-CHLOROACETYLCARBAMOYLFUMAGILLOL";"AGM-1470|NSC-642492|O-Chloroacetylcarbamoylfumagillol|TNP-470";"Small molecule";"2.0";"401.89";"94";"131";"2.55";"89.69";"6";"1";"0";"6";"N";"0.42";"9.71";"None";"2.24";"2.24";"0";"MOL";"0";"27";"7";"1";"0";"401.1605";"2.35";"NEUTRAL";"C19H28ClNO6";"CO[C@@H]1[C@H](OC(=O)NC(=O)CCl)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C";"MSHZHSPISPJWHW-PVDLLORBSA-N"
"CHEMBL3545377";"LY-2606368";"LY-2606368";"Small molecule";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108591";"ELSILIMOMAB";"ANTI-IL-6 MAB B-E8|ANTIBODY B-E8|B-E8|ELSILIMOMAB|Elsilimomab|MAB B-E8";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1823681";"ETILEVODOPA";"ETILEVODOPA|Etilevodopa|L-DOPA ETHYL ESTER|TV-1203";"Small molecule";"2.0";"225.24";"3";"5";"0.53";"92.78";"5";"3";"0";"4";"N";"0.51";"9.29";"6.97";"0.97";"0.83";"1";"MOL";"0";"16";"5";"4";"0";"225.1001";"0.63";"NEUTRAL";"C11H15NO4";"CCOC(=O)[C@@H](N)Cc1ccc(O)c(O)c1";"NULMGOSOSZBEQL-QMMMGPOBSA-N"
"CHEMBL307429";"DUVOGLUSTAT";"1 DEOXYNOJIRIMYCIN|1,5-DIDEOXY-1,5-IMINO-|1,5-DIDEOXY-1,5-IMINO-D-GLUCITOL|1-DEOXYNOJIRIMYCIN|BAY-H-5595|D-1-DEOXYNOJIRIMYCIN|DEOXYNOJIRIMYCIN|DUVOGLUSTAT|MORANOLIN|MORANOLINE|NOJIRIMYCIN, 1-DEOXY-";"Small molecule";"2.0";"163.17";"75";"428";"-2.97";"92.95";"5";"5";"0";"1";"N";"0.28";"12.91";"8.06";"-2.89";"-3.63";"0";"MOL";"0";"11";"5";"5";"0";"163.0845";"2.44";"NEUTRAL";"C6H13NO4";"OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O";"LXBIFEVIBLOUGU-JGWLITMVSA-N"
"CHEMBL4297910";"ARTEMIN";"ARTEMIN|BG-00010|BG00010|ENOVIN|NEUBLASTIN";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4802131";"AFP-464";"AFP 464|AFP-464|AFP464";"Small molecule";"2.0";"668.71";"";"";"3.94";"137.37";"6";"4";"0";"9";"N";"0.27";"11.39";"10.18";"3.16";"-0.16";"3";"MOL";"0";"34";"7";"7";"1";"476.2035";"-0.03";"BASE";"C26H35F3N4O9S2";"CS(=O)(=O)O.CS(=O)(=O)O.Cc1c(F)c(N)c2c(=O)cc(-c3ccc(NC(=O)[C@@H](N)CCCCCCN)c(F)c3)oc2c1F";"FGBVBMVABCVDKQ-CKUXDGONSA-N"
"CHEMBL3990006";"DOCIPARSTAT SODIUM";"DOCIPARSTAT SODIUM|GM-1892|ODSH";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108302";"SPRIFERMIN";"AS-902330|AS902330|SPRIFERMIN";"Protein";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3989969";"OPIGOLIX";"ASP-1707|ASP1707|OPIGOLIX|OPIGOLIXUM";"Small molecule";"2.0";"544.51";"";"";"3.56";"148.45";"8";"5";"1";"7";"N";"0.08";"8.06";"0.54";"3.00";"2.92";"3";"MOL";"0";"38";"9";"5";"1";"544.1028";"-1.08";"NEUTRAL";"C25H19F3N4O5S";"C[C@@H](O)C(=N)NS(=O)(=O)c1cc(C(=O)C(C(=O)c2cc(F)ccc2F)=C2Nc3ccccc3N2)ccc1F";"CWNLBPBIFALUQD-GFCCVEGCSA-N"
"CHEMBL136737";"NIMUSTINE";"NIMUSTINE|NIMUSTINE HYDROCHLORIDE|NSC-758675";"Small molecule";"2.0";"272.70";"26";"87";"0.80";"113.57";"6";"2";"0";"5";"N";"0.47";"12.94";"6.26";"0.63";"0.60";"1";"MOL";"0";"18";"8";"3";"0";"272.0789";"-0.73";"NEUTRAL";"C9H13ClN6O2";"Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1";"VFEDRRNHLBGPNN-UHFFFAOYSA-N"
"CHEMBL3822503";"EXEPORFINIUM CHLORIDE";"EXEPORFINIUM CHLORIDE|XF-73";"Small molecule";"2.0";"765.83";"2";"6";"8.94";"75.82";"4";"2";"2";"12";"N";"0.10";"None";"5.13";"-0.56";"-0.56";"5";"MOL";"0";"52";"8";"2";"2";"694.3984";"0.13";"NEUTRAL";"C44H50Cl2N6O2";"C[N+](C)(C)CCCOc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(OCCC[N+](C)(C)C)cc4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)cc1.[Cl-].[Cl-]";"KJLHJQGDBJNMPU-XRFOENPRSA-L"
"CHEMBL3545341";"SAR-407899";"SAR-407899|SAR407899";"Small molecule";"2.0";"280.76";"2";"4";"1.66";"54.12";"3";"2";"0";"2";"Y";"0.84";"12.84";"9.82";"0.81";"-1.55";"2";"MOL";"0";"18";"4";"2";"0";"244.1212";"0.16";"BASE";"C14H17ClN2O2";"Cl.O=c1[nH]ccc2cc(OC3CCNCC3)ccc12";"KMNVOGVCCZNVNU-UHFFFAOYSA-N"
"CHEMBL3545109";"ARRY-502";"ARRY-502|ARRY502";"Small molecule";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL9113";"TOLUENE";"ANTISAL 1A|METHACIDE|NSC-406333|TOLUENE";"Small molecule";"2.0";"92.14";"21";"51";"2.00";"0.00";"0";"0";"0";"0";"Y";"0.46";"None";"None";"2.49";"2.49";"1";"MOL";"0";"7";"0";"0";"0";"92.0626";"-0.90";"None";"C7H8";"Cc1ccccc1";"YXFVVABEGXRONW-UHFFFAOYSA-N"
"CHEMBL2109466";"TNX-650";"TNX-650";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4594294";"VOCACAPSAICIN";"CA-008|VOCACAPSAICIN";"Small molecule";"2.0";"459.63";"";"";"4.66";"79.90";"5";"2";"0";"12";"N";"0.35";"None";"9.71";"4.32";"2.06";"1";"MOL";"0";"33";"7";"2";"0";"459.3097";"0.05";"BASE";"C26H41N3O4";"CNCC1CCCCN1C(=O)Oc1ccc(CNC(=O)CCCC/C=C/C(C)C)cc1OC";"BXAQOVOOXOHMFY-YRNVUSSQSA-N"
"CHEMBL607707";"PELITINIB";"EKB-569|PELITINIB|Pelitinib|WAY-EKB-569";"Small molecule";"2.0";"467.93";"427";"808";"5.10";"90.28";"6";"2";"1";"8";"N";"0.45";"12.55";"8.81";"4.18";"2.76";"3";"MOL";"0";"33";"7";"2";"1";"467.1524";"-1.75";"BASE";"C24H23ClFN5O2";"CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C";"WVUNYSQLFKLYNI-AATRIKPKSA-N"
"CHEMBL4594571";"LU AF-82422";"AF-82422|LU AF-82422|LU AF82422";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3544977";"ODALASVIR";"ACH-0143102|ACH-3102|ODALASVIR";"Small molecule";"2.0";"1001.29";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1000.5575";"None";"None";"C60H72N8O6";"COC(=O)N[C@H](C(=O)N1[C@H](c2nc3cc(-c4cc5ccc4CCc4ccc(c(-c6ccc7[nH]c([C@@H]8C[C@@H]9CCCC[C@@H]9N8C(=O)[C@@H](NC(=O)OC)C(C)C)nc7c6)c4)CC5)ccc3[nH]2)C[C@@H]2CCCC[C@@H]21)C(C)C";"LSYBRGMTRKJATA-IVEWBXRVSA-N"
"CHEMBL1957287";"TEGOBUVIR";"GS-333126|GS-9190|TEGOBUVIR";"Small molecule";"2.0";"517.41";"5";"13";"6.73";"56.49";"5";"0";"2";"4";"N";"0.25";"None";"1.99";"6.90";"6.90";"3";"MOL";"0";"37";"5";"0";"2";"517.1137";"-1.33";"NEUTRAL";"C25H14F7N5";"Fc1ccccc1-c1nc2ccn(Cc3ccc(-c4ccc(C(F)(F)F)cc4C(F)(F)F)nn3)cc-2n1";"XBEQSQDCBSKCHJ-UHFFFAOYSA-N"
"CHEMBL2108679";"OZANEZUMAB";"GSK-1223249|GSK1223249|OZANEZUMAB";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4297688";"ADU-S100";"ADU S100|ADU-S100|CDN AGONIST ADU-S100|MIW815|MW-815";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL27769";"STANOLONE";"4-DIHYDROTESTOSTERONE|5ALPHA-DIHYDROTESTOSTERONE|ANABOLEX|ANDRACTIM|ANDROSTANOLONE|DIHYDROTESTOSTERONE|DIHYDROTESTOSTERONE (DHT)|NSC-10972|Neodrol|STANOLONE";"Small molecule";"2.0";"290.45";"161";"568";"3.96";"37.30";"2";"1";"0";"0";"N";"0.73";"None";"None";"3.41";"3.41";"0";"MOL";"0";"21";"2";"1";"0";"290.2246";"2.41";"NEUTRAL";"C19H30O2";"C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12";"NVKAWKQGWWIWPM-ABEVXSGRSA-N"
"CHEMBL4297766";"HYDROGEN";"HYDROGEN";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4297430";"BESIGLIPTIN TOSYLATE";"BESIGLIPTIN TOSYLATE|SHR-117887|SHR117887";"Small molecule";"2.0";"537.66";"";"";"0.82";"79.68";"4";"1";"0";"3";"N";"0.80";"None";"9.03";"-1.12";"-2.74";"0";"MOL";"0";"26";"7";"1";"0";"365.2227";"-0.49";"BASE";"C25H36FN5O5S";"CN(C)C(=O)N1C[C@@H]2C[C@@](C)(NCC(=O)N3C[C@@H](F)C[C@H]3C#N)C[C@@H]2C1.Cc1ccc(S(=O)(=O)O)cc1";"VBMNNLBIPDGFBS-XGXURLCGSA-N"
"CHEMBL3638051";"SULCARDINE";"";"Small molecule";"2.0";"459.61";"1";"1";"3.07";"82.11";"6";"2";"0";"9";"N";"0.60";"7.08";"9.93";"1.04";"-0.44";"2";"MOL";"0";"32";"7";"2";"0";"459.2192";"-0.86";"BASE";"C24H33N3O4S";"COc1ccc(S(=O)(=O)NCc2cc(CN3CCCC3)c(O)c(CN3CCCC3)c2)cc1";"SYZGIWXQGIBJGN-UHFFFAOYSA-N"
"CHEMBL4594613";"VIS-410";"VIS-410|VIS410";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3544947";"BURAPITANT";"BURAPITANT|Burapitant|SSR-240600|SSR240600|SSR240600C";"Small molecule";"2.0";"682.53";"";"";"6.94";"75.87";"4";"1";"2";"8";"N";"0.31";"None";"9.08";"6.34";"4.65";"2";"MOL";"0";"45";"6";"2";"2";"681.1960";"-0.74";"BASE";"C31H35Cl2F6N3O3";"CC(C)(C(N)=O)C1CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(C(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CCO2)CC1";"ZLNYUCXXSDDIFU-UHFFFAOYSA-N"
"CHEMBL88153";"CDC-801";"CC-1088|CDC-801|CDC801";"Small molecule";"2.0";"408.45";"4";"7";"3.23";"98.93";"5";"1";"0";"7";"N";"0.71";"None";"None";"2.65";"2.65";"2";"MOL";"0";"30";"7";"2";"0";"408.1685";"-0.25";"NEUTRAL";"C23H24N2O5";"COc1ccc(C(CC(N)=O)N2C(=O)c3ccccc3C2=O)cc1OC1CCCC1";"DDYUBCCTNHWSQM-UHFFFAOYSA-N"
"CHEMBL3545029";"ABT-288";"ABT-288";"Small molecule";"2.0";"372.47";"";"";"3.04";"41.37";"5";"0";"0";"3";"N";"0.71";"None";"9.19";"3.06";"1.27";"3";"MOL";"0";"28";"5";"0";"0";"372.1950";"-0.81";"BASE";"C23H24N4O";"CN1CC2CCN(c3ccc(-c4ccc(-n5ncccc5=O)cc4)cc3)C2C1";"GNIRITULTPTAQW-UHFFFAOYSA-N"
"CHEMBL4594234";"FIRTECAN PEGOL";"EZN-2208|FIRTECAN PEGOL|PEG-SN38";"Small molecule";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3694493";"VIPOGLANSTAT";"GS-248|VIPOGLANSTAT";"Small molecule";"2.0";"678.53";"1";"1";"7.78";"97.28";"6";"3";"2";"9";"N";"0.20";"13.44";"5.54";"7.31";"7.30";"3";"MOL";"-1";"45";"8";"3";"2";"677.1959";"-1.33";"NEUTRAL";"C30H34Cl2F5N5O3";"Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(OCC(F)F)cc21";"PFORUFFGGNOLPJ-QAQDUYKDSA-N"
"CHEMBL1062";"HYDROXYPROGESTERONE";"17.ALPHA.-HYDROXYPROGESTERONE|HYDROXYPROGESTERONE|Hydroxyprogesterone|NSC-15468|U-3096";"Small molecule";"2.0";"330.47";"145";"371";"3.84";"54.37";"3";"1";"0";"1";"N";"0.79";"12.70";"None";"3.40";"3.40";"0";"MOL";"0";"24";"3";"1";"0";"330.2195";"1.99";"NEUTRAL";"C21H30O3";"CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C";"DBPWSSGDRRHUNT-CEGNMAFCSA-N"
"CHEMBL2107614";"ETIPREDNOL DICLOACETATE";"BNP-166|ETIPREDNOL DICLOACETATE";"Small molecule";"2.0";"485.40";"";"";"3.91";"89.90";"6";"1";"0";"4";"N";"0.48";"None";"None";"3.99";"3.99";"0";"MOL";"0";"32";"6";"1";"0";"484.1419";"1.86";"NEUTRAL";"C24H30Cl2O6";"CCOC(=O)[C@@]1(OC(=O)C(Cl)Cl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C";"QAIOVDNCIZSSSF-RFAJLIJZSA-N"
"CHEMBL837";"7-ETHYL-10-HYDROXYCAMPTOTHECIN";"7-ETHYL-10-HYDROXYCAMPTOTHECIN|7-Ethyl-10-Hydroxy-Camptothecin|CAMPTOTHECIN, 7-ETHYL-10-HYDROXY-|IRINOTECAN RELATED COMPOUND B|IT-141|NK 012|NK-012|NK012|SN 38|SN-38";"Small molecule";"2.0";"392.41";"144";"451";"2.35";"101.65";"7";"2";"0";"2";"N";"0.51";"9.66";"3.92";"1.87";"1.87";"3";"MOL";"0";"29";"7";"2";"0";"392.1372";"1.20";"NEUTRAL";"C22H20N2O5";"CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC";"FJHBVJOVLFPMQE-QFIPXVFZSA-N"
"CHEMBL3704901";"ZUNSEMETINIB";"ATI 450|ATI-450|ATI450|CDD-450|CDD450|ZUNSEMETINIB";"Small molecule";"2.0";"513.93";"2";"2";"4.44";"103.02";"8";"1";"1";"6";"N";"0.41";"13.33";"2.58";"3.85";"3.85";"4";"MOL";"0";"36";"8";"1";"1";"513.1379";"-0.93";"NEUTRAL";"C25H22ClF2N5O3";"Cc1cnc(-c2ccnc(C(C)(C)O)n2)cc1-n1c(C)cc(OCc2ncc(F)cc2F)c(Cl)c1=O";"FQPQMJULRZINPV-UHFFFAOYSA-N"
"CHEMBL4594567";"KHK-4083";"KHK-4083|KHK4083|ROCATINLIMAB";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1742420";"AMELUBANT";"AMELUBANT|Amelubant|BIIL 284|BIIL 284 BS|BIIL-284|BIIL-284BS|LS-49968";"Small molecule";"2.0";"538.64";"";"";"6.95";"100.87";"6";"3";"2";"10";"N";"0.15";"9.82";"2.62";"7.31";"7.31";"4";"MOL";"0";"40";"7";"3";"2";"538.2468";"-0.36";"NEUTRAL";"C33H34N2O5";"CCOC(=O)NC(=N)c1ccc(OCc2cccc(COc3ccc(C(C)(C)c4ccc(O)cc4)cc3)c2)cc1";"SBVYURPQULDJTI-UHFFFAOYSA-N"
"CHEMBL1743030";"ICRUCUMAB";"ICRUCUMAB|IMC 18F1|IMC-18F1|IMC18F1";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL406050";"PX-12";"PX-12";"Small molecule";"2.0";"188.32";"20";"48";"2.95";"28.68";"3";"1";"0";"4";"N";"0.74";"10.93";"4.81";"2.77";"2.77";"1";"MOL";"0";"11";"2";"1";"0";"188.0442";"-0.60";"NEUTRAL";"C7H12N2S2";"CCC(C)SSc1ncc[nH]1";"BPBPYQWMFCTCNG-UHFFFAOYSA-N"
"CHEMBL570680";"ARTEROLANE";"ARTEROLANE|OZ 277|OZ-277|RBX-11160|RBX11160";"Small molecule";"2.0";"564.75";"8";"19";"3.25";"82.81";"5";"2";"0";"4";"N";"0.72";"None";"9.63";"3.11";"0.94";"0";"MOL";"0";"28";"6";"3";"0";"392.2675";"0.92";"BASE";"C29H44N2O7S";"CC(C)(N)CNC(=O)C[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3.Cc1ccc(S(=O)(=O)O)cc1";"ZNEZSLAXOUSCDT-KDJJSNTDSA-N"
"CHEMBL5095218";"MITIPERSTAT";"AZD 4831|AZD-4831|AZD4831|MITIPERSTAT";"Small molecule";"2.0";"334.83";"13";"40";"3.11";"79.60";"4";"3";"0";"3";"N";"0.64";"11.39";"9.32";"2.37";"0.48";"3";"MOL";"0";"22";"5";"4";"0";"334.0655";"-1.10";"BASE";"C15H15ClN4OS";"C[C@@H](N)c1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21";"BHKKSKOHRFHHIN-MRVPVSSYSA-N"
"CHEMBL445813";"AT-7519";"AT 7519|AT-7519|AT7519|CDKI AT7519";"Small molecule";"2.0";"382.25";"497";"860";"2.45";"98.91";"4";"4";"0";"4";"N";"0.65";"10.80";"9.99";"1.96";"-0.20";"2";"MOL";"0";"25";"7";"4";"0";"381.0759";"-1.47";"BASE";"C16H17Cl2N5O2";"O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl";"OVPNQJVDAFNBDN-UHFFFAOYSA-N"
"CHEMBL2103878";"ODELEPRAN";"LY-2196044|LY2196044|ODELEPRAN|ONDELOPRAN|Odelepran|Ondelopran";"Small molecule";"2.0";"373.43";"";"";"3.02";"86.47";"5";"2";"0";"8";"N";"0.69";"13.46";"9.27";"2.19";"0.33";"2";"MOL";"0";"27";"6";"3";"0";"373.1802";"-1.54";"BASE";"C20H24FN3O3";"NC(=O)c1ccc(Oc2ccc(CNCCC3CCOCC3)cc2F)nc1";"QWNDOCKIKKQJNN-UHFFFAOYSA-N"
"CHEMBL4650481";"JMT-101";"BECOTATUG|JMT 101|JMT-101|JMT101";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL96172";"EPOTHILONE D";"(-)-DESOXYEPOTHILONE B|12,13-DESOXYEPOTHILONE B|12,13-DESOXYEPOTHILONE B, CIS|DESOXYEPOTHILONE B|EPOTHILONE D|KOS-862|NSC-703147|R-1492|R1492";"Small molecule";"2.0";"491.69";"68";"88";"5.27";"96.72";"7";"2";"1";"2";"N";"0.43";"None";"2.73";"5.10";"5.10";"1";"MOL";"0";"34";"6";"2";"1";"491.2705";"2.04";"NEUTRAL";"C27H41NO5S";"C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC1";"XOZIUKBZLSUILX-GIQCAXHBSA-N"
"CHEMBL4297442";"OLITIGALTIN";"GB-0139|GB0139|OLITIGALTIN|TD 139|TD-139|TD139";"Small molecule";"2.0";"648.65";"5";"24";"-0.12";"201.26";"15";"6";"3";"8";"N";"0.15";"12.52";"0.05";"1.05";"1.05";"4";"MOL";"0";"45";"14";"6";"3";"648.1814";"-0.29";"NEUTRAL";"C28H30F2N6O8S";"OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O";"YGIDGBAHDZEYMT-MQFIMZJJSA-N"
"CHEMBL7568";"QUINACRINE";"ATABRINE|GNF-Pf-5448|MEPACRINE|QUINACRINE";"Small molecule";"2.0";"399.97";"214";"604";"5.97";"37.39";"4";"1";"1";"9";"N";"0.45";"None";"10.33";"5.15";"1.39";"3";"MOL";"0";"28";"4";"1";"1";"399.2077";"-0.99";"BASE";"C23H30ClN3O";"CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12";"GPKJTRJOBQGKQK-UHFFFAOYSA-N"
"CHEMBL4802208";"PEGIPANERMIN";"DN-TNF|INB-03|INB03|LIVNate|PEGIPANERMIN|Quellor|XENP-1595|XENP1595|XPRO 1595|XPRO-1595|XPRO1595|XPro|XPro1595";"Protein";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2109000";"CARBOXYMETHYLCELLULOSE CALCIUM";"CALCIUM CARBOXY METHYL CELLULOSE|CALCIUM CARBOXYMETHYL CELLULOSE|CARBOSE|CARBOXYMETHYL CELLULOSE|CARBOXYMETHYLATED CELLULOSE PULP|CARBOXYMETHYLCELLULOSE|CARBOXYMETHYLCELLULOSE CALCIUM|CARMELLOSE|CARMELLOSE CALCIUM|CELLULOSE CARBOXYMETHYL ETHER|CELLULOSE, CARBOXYMETHYL ETHER|GLYCOCEL TA|INTRASITE GEL|THYLOSE";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4650463";"DEUTARSERINE";"C-21692|CTP-692|DEUTARSERINE";"Small molecule";"2.0";"106.10";"";"";"-1.61";"83.55";"3";"3";"0";"2";"N";"0.39";"2.03";"8.93";"-3.89";"-3.90";"0";"MOL";"0";"7";"4";"4";"0";"105.0426";"1.41";"ZWITTERION";"C3H7NO3";"[2H][C@@](N)(CO)C(=O)O";"MTCFGRXMJLQNBG-LIIDHCAMSA-N"
"CHEMBL2108603";"HEMOGLOBIN GLUTAMER-250 (BOVINE)";"HBOC-201|HEMOGLOBIN GLUTAMER-250 (BOVINE)|Hemopure";"Protein";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1254771";"SAFOTIBANT";"FOV-2304|FOV2304|FOV2304 FREE BASE|LF 22-0542|LF-22-0542|LF22-0542|SAFOTIBANT PHOSPHATE|Safotibant";"Small molecule";"2.0";"502.64";"8";"23";"1.96";"100.54";"7";"1";"1";"11";"N";"0.47";"None";"9.52";"1.94";"-0.01";"2";"MOL";"0";"35";"9";"1";"1";"502.2250";"-1.36";"BASE";"C25H34N4O5S";"COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N(C)Cc2ccc(C3=NCCN3)cc2)c(C)c1";"AMTQCENHQIDBHQ-UHFFFAOYSA-N"
"CHEMBL3545389";"LY2245461";"LY2245461";"Small molecule";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1256717";"ITRIGLUMIDE";"CR-2945|Itriglumide";"Small molecule";"2.0";"526.68";"2";"8";"6.84";"86.71";"3";"2";"2";"7";"N";"0.35";"4.26";"None";"6.73";"3.74";"3";"MOL";"0";"39";"6";"2";"2";"526.2832";"-0.65";"ACID";"C33H38N2O4";"Cc1cc(C)c(NC(=O)C[C@H](CC(=O)O)c2cccc3ccccc23)c(C(=O)N2CCC3(CCCC3)CC2)c1";"MFOOVZCXWVAWOV-RUZDIDTESA-N"
"CHEMBL3989496";"TEZACITABINE";"ANHYDROUS|FMDC|MDL 101,731|TEZACITABINE|TEZACITABINE MONOHYDRATE";"Small molecule";"2.0";"275.24";"";"";"-1.07";"110.60";"7";"3";"0";"2";"N";"0.62";"13.28";"None";"-1.93";"-1.93";"1";"MOL";"0";"18";"7";"4";"0";"257.0812";"0.98";"NEUTRAL";"C10H14FN3O5";"Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)/C2=C\F)c(=O)n1.O";"XPYQFIISZQCINN-QVXDJYSKSA-N"
